family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,feeding.mode,tl,level.tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Sternoptychidae,Argyropelecus,affinis,S,Argyropelecus affinis,3,77,bathypelagic,planktivorous,3.09,spe,short and/or deep,forked,0.64,0.98,non-guarder,1,350,10,0.67,3,1
Chlorophthalmidae,Chlorophthalmus,agassizi,S,Chlorophthalmus agassizi,5,31,bathydemersal,benthivorous,3.66,spe,fusiform,forked,1.83,2,non-guarder,3,8615,19,0.24,16,10
Chlorophthalmidae,Chlorophthalmus,agassizi,S,Chlorophthalmus agassizi,6,21,bathydemersal,benthivorous,3.66,spe,fusiform,forked,1.83,2,non-guarder,3,8615,19,0.24,16,10
Chlorophthalmidae,Chlorophthalmus,agassizi,S,Chlorophthalmus agassizi,6,31,bathydemersal,benthivorous,3.66,spe,fusiform,forked,1.83,2,non-guarder,3,8615,19,0.24,16,10
Chlorophthalmidae,Chlorophthalmus,agassizi,S,Chlorophthalmus agassizi,7,21,bathydemersal,benthivorous,3.66,spe,fusiform,forked,1.83,2,non-guarder,3,8615,19,0.24,16,10
Chlorophthalmidae,Chlorophthalmus,agassizi,S,Chlorophthalmus agassizi,8,21,bathydemersal,benthivorous,3.66,spe,fusiform,forked,1.83,2,non-guarder,3,8615,19,0.24,16,10
Chlorophthalmidae,Chlorophthalmus,agassizi,S,Chlorophthalmus agassizi,24,27,bathydemersal,benthivorous,3.66,spe,fusiform,forked,1.83,2,non-guarder,3,8615,19,0.24,16,10
Chlorophthalmidae,Chlorophthalmus,agassizi,S,Chlorophthalmus agassizi,25,27,bathydemersal,benthivorous,3.66,spe,fusiform,forked,1.83,2,non-guarder,3,8615,19,0.24,16,10
Alepocephalidae,Alepocephalus,agassizii,S,Alepocephalus agassizii,7,21,bathydemersal,benthivorous,3.38,spe,fusiform,forked,1.01,2.7,non-guarder,NA,3754,51,0.13,28,38
Alepocephalidae,Alepocephalus,agassizii,S,Alepocephalus agassizii,8,21,bathydemersal,benthivorous,3.38,spe,fusiform,forked,1.01,2.7,non-guarder,NA,3754,51,0.13,28,38
Callionymidae,Foetorepus,agassizii,S,Foetorepus agassizii,5,31,bathydemersal,benthivorous,3.17,family,elongated,rounded,1.32,0.83,non-guarder,3.3,5000,21,0.47,25,4
Callionymidae,Foetorepus,agassizii,S,Foetorepus agassizii,6,31,bathydemersal,benthivorous,3.17,family,elongated,rounded,1.32,0.83,non-guarder,3.3,5000,21,0.47,25,4
Callionymidae,Foetorepus,agassizii,S,Foetorepus agassizii,7,21,bathydemersal,benthivorous,3.17,family,elongated,rounded,1.32,0.83,non-guarder,3.3,5000,21,0.47,25,4
Callionymidae,Foetorepus,agassizii,S,Foetorepus agassizii,8,21,bathydemersal,benthivorous,3.17,family,elongated,rounded,1.32,0.83,non-guarder,3.3,5000,21,0.47,25,4
Scorpaenidae,Scorpaena,agassizii,S,Scorpaena agassizii,5,31,demersal,generalist,3.76,genus,fusiform,rounded,1.25,0.9,non-guarder,2,103000,26,0.18,20,11
Scorpaenidae,Scorpaena,agassizii,S,Scorpaena agassizii,6,21,demersal,generalist,3.76,genus,fusiform,rounded,1.25,0.9,non-guarder,2,103000,26,0.18,20,11
Scorpaenidae,Scorpaena,agassizii,S,Scorpaena agassizii,6,31,demersal,generalist,3.76,genus,fusiform,rounded,1.25,0.9,non-guarder,2,103000,26,0.18,20,11
Scorpaenidae,Scorpaena,agassizii,S,Scorpaena agassizii,7,21,demersal,generalist,3.76,genus,fusiform,rounded,1.25,0.9,non-guarder,2,103000,26,0.18,20,11
Embiotocidae,Cymatogaster,aggregata,S,Cymatogaster aggregata,2,67,demersal,benthivorous,2.99,spe,compressiform,forked,1.25,0.25,bearer,1,20,31,0.19,20,9
Embiotocidae,Cymatogaster,aggregata,S,Cymatogaster aggregata,3,21,demersal,benthivorous,2.99,spe,compressiform,forked,1.25,0.25,bearer,1,20,31,0.19,20,9
Embiotocidae,Cymatogaster,aggregata,S,Cymatogaster aggregata,3,67,demersal,benthivorous,2.99,spe,compressiform,forked,1.25,0.25,bearer,1,20,31,0.19,20,9
Embiotocidae,Cymatogaster,aggregata,S,Cymatogaster aggregata,3,77,demersal,benthivorous,2.99,spe,compressiform,forked,1.25,0.25,bearer,1,20,31,0.19,20,9
Clupeidae,Alosa,agone,S,Alosa agone,22,27,pelagic,generalist,3.89,genus,fusiform,forked,2.3,1,non-guarder,3,183974,45,0.29,34,5.5
Clupeidae,Alosa,agone,S,Alosa agone,23,27,pelagic,generalist,3.89,genus,fusiform,forked,2.3,1,non-guarder,3,183974,45,0.29,34,5.5
Zoarcidae,Lycodes,akuugun,S,Lycodes akuugun,53,61,demersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,22,0.24,32,14.4
Zoarcidae,Lycodes,akuugun,S,Lycodes akuugun,65,61,demersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,22,0.24,32,14.4
Zoarcidae,Lycodes,akuugun,S,Lycodes akuugun,65,67,demersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,25,0.31,32,14.4
Clupeidae,Alosa,alabamae,S,Alosa alabamae,5,31,pelagic,planktivorous,2.66,spe,fusiform,forked,1.73,1,non-guarder,3.3,138825,45,0.29,51,4
Scombridae,Thunnus,alalunga,S,Thunnus alalunga,7,21,pelagic,generalist,4.3,spe,fusiform,lunate,5.59,0.75,non-guarder,5.3,2500000,135,0.19,140,15
Agonidae,Bathyagonus,alascanus,S,Bathyagonus alascanus,1,61,demersal,benthivorous,3.24,family,elongated,rounded,0.95,1.87,non-guarder,4.7,1873,16,0.33,13,9
Agonidae,Bathyagonus,alascanus,S,Bathyagonus alascanus,1,67,demersal,benthivorous,3.24,family,elongated,rounded,0.95,1.87,non-guarder,4.7,1873,19,0.46,13,9
Agonidae,Bathyagonus,alascanus,S,Bathyagonus alascanus,2,67,demersal,benthivorous,3.24,family,elongated,rounded,0.95,1.87,non-guarder,4.7,1873,19,0.46,13,9
Agonidae,Bathyagonus,alascanus,S,Bathyagonus alascanus,3,67,demersal,benthivorous,3.24,family,elongated,rounded,0.95,1.87,non-guarder,4.7,1873,19,0.46,13,9
Sebastidae,Sebastolobus,alascanus,S,Sebastolobus alascanus,1,61,demersal,planktivorous,3.62,spe,fusiform,truncate,1.39,0.96,non-guarder,13,498123,41,0.07,80,89
Sebastidae,Sebastolobus,alascanus,S,Sebastolobus alascanus,1,67,demersal,planktivorous,3.62,spe,fusiform,truncate,1.39,0.96,non-guarder,13,498123,40,0.07,80,89
Sebastidae,Sebastolobus,alascanus,S,Sebastolobus alascanus,2,67,demersal,planktivorous,3.62,spe,fusiform,truncate,1.39,0.96,non-guarder,13,498123,40,0.07,80,89
Sebastidae,Sebastolobus,alascanus,S,Sebastolobus alascanus,3,67,demersal,planktivorous,3.62,spe,fusiform,truncate,1.39,0.96,non-guarder,13,498123,40,0.07,80,100
Sebastidae,Sebastolobus,alascanus,S,Sebastolobus alascanus,3,77,demersal,planktivorous,3.62,spe,fusiform,truncate,1.39,0.96,non-guarder,13,498123,40,0.07,80,100
Sebastidae,Sebastolobus,alascanus,S,Sebastolobus alascanus,53,61,demersal,planktivorous,3.62,spe,fusiform,truncate,1.39,0.96,non-guarder,13,498123,41,0.07,80,89
Sebastidae,Sebastolobus,alascanus,S,Sebastolobus alascanus,65,61,demersal,planktivorous,3.62,spe,fusiform,truncate,1.39,0.96,non-guarder,13,498123,41,0.07,80,89
Sebastidae,Sebastolobus,alascanus,S,Sebastolobus alascanus,65,67,demersal,planktivorous,3.62,spe,fusiform,truncate,1.39,0.96,non-guarder,13,498123,40,0.07,80,94.5
Triglidae,Prionotus,alatus,S,Prionotus alatus,5,31,demersal,benthivorous,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,18,14.6
Triglidae,Prionotus,alatus,S,Prionotus alatus,6,21,demersal,benthivorous,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,18,11.9
Triglidae,Prionotus,alatus,S,Prionotus alatus,6,31,demersal,benthivorous,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,18,14.6
Triglidae,Prionotus,alatus,S,Prionotus alatus,7,21,demersal,benthivorous,3.72,genus,fusiform,truncate,1.03,1.1,non-guarder,3.3,130000,41,0.15,18,11.9
Rajidae,Rostroraja,alba,S,Rostroraja alba,24,27,demersal,piscivorous,4.41,spe,flat,pointed,NA,154,non-guarder,5,104,120,0.13,230,21.3
Rajidae,Rostroraja,alba,S,Rostroraja alba,26,37,demersal,piscivorous,4.41,spe,flat,pointed,NA,154,non-guarder,6.9,104,106,0.13,230,21.3
Chimaeridae,Hydrolagus,alberti,S,Hydrolagus alberti,5,31,bathydemersal,generalist,3.79,genus,elongated,pointed,0.36,150,non-guarder,12,19,88,0.21,54,28
Merlucciidae,Merluccius,albidus,S,Merluccius albidus,5,31,bathydemersal,generalist,3.43,spe,fusiform,truncate,1.6,0.97,non-guarder,3.6,277250,49,0.57,68,16.3
Merlucciidae,Merluccius,albidus,S,Merluccius albidus,6,21,bathydemersal,generalist,3.43,spe,fusiform,truncate,1.6,0.97,non-guarder,3.6,264500,43,0.48,68,16.3
Merlucciidae,Merluccius,albidus,S,Merluccius albidus,6,31,bathydemersal,generalist,3.43,spe,fusiform,truncate,1.6,0.97,non-guarder,3.6,277250,49,0.57,68,16.3
Merlucciidae,Merluccius,albidus,S,Merluccius albidus,7,21,bathydemersal,generalist,3.43,spe,fusiform,truncate,1.6,0.97,non-guarder,3.6,264500,43,0.48,68,16.3
Merlucciidae,Merluccius,albidus,S,Merluccius albidus,8,21,bathydemersal,generalist,3.43,spe,fusiform,truncate,1.6,0.97,non-guarder,3.6,264500,43,0.48,68,16.3
Merlucciidae,Merluccius,albidus,S,Merluccius albidus,9,21,bathydemersal,generalist,3.43,spe,fusiform,truncate,1.6,0.97,non-guarder,3.6,264500,43,0.48,68,16.3
Paralichthyidae,Paralichthys,albigutta,S,Paralichthys albigutta,5,31,demersal,benthivorous,4.49,genus,flat,rounded,1.56,1.09,non-guarder,3,23150000,75,0.22,71,8.5
Paralichthyidae,Paralichthys,albigutta,S,Paralichthys albigutta,6,21,demersal,benthivorous,4.49,genus,flat,rounded,1.56,1.09,non-guarder,3,23150000,81,0.22,71,8.5
Paralichthyidae,Paralichthys,albigutta,S,Paralichthys albigutta,6,31,demersal,benthivorous,4.49,genus,flat,rounded,1.56,1.09,non-guarder,3,23150000,81,0.22,71,8.5
Paralichthyidae,Paralichthys,albigutta,S,Paralichthys albigutta,7,21,demersal,benthivorous,4.49,genus,flat,rounded,1.56,1.09,non-guarder,3,23150000,89,0.16,71,8.5
Uranoscopidae,Kathetostoma,albigutta,S,Kathetostoma albigutta,5,31,demersal,piscivorous,4.29,genus,fusiform,rounded,0.72,2,non-guarder,1.5,10000,61,0.18,28,5
Uranoscopidae,Kathetostoma,albigutta,S,Kathetostoma albigutta,6,31,demersal,piscivorous,4.29,genus,fusiform,rounded,0.72,2,non-guarder,1.5,10000,61,0.18,28,5
Uranoscopidae,Kathetostoma,albigutta,S,Kathetostoma albigutta,7,21,demersal,piscivorous,4.29,genus,fusiform,rounded,0.72,2,non-guarder,1.5,10000,61,0.18,28,5
Syngnathidae,Cosmocampus,albirostris,S,Cosmocampus albirostris,5,31,reef-associated,generalist,3.3,family,eel-like,rounded,0.69,1.45,bearer,0.5,582,21,0.34,20,3.8
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,1,67,demersal,planktivorous,3,spe,eel-like,rounded,0.37,NA,NA,NA,NA,NA,NA,30,NA
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,2,67,demersal,planktivorous,3,spe,eel-like,rounded,0.37,NA,NA,NA,NA,NA,NA,30,NA
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,3,67,demersal,planktivorous,3,spe,eel-like,rounded,0.37,NA,NA,NA,NA,NA,NA,30,NA
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,65,61,demersal,planktivorous,3,spe,eel-like,rounded,0.37,NA,NA,NA,NA,NA,NA,30,NA
Cryptacanthodidae,Cryptacanthodes,aleutensis,S,Cryptacanthodes aleutensis,65,67,demersal,planktivorous,3,spe,eel-like,rounded,0.37,NA,NA,NA,NA,NA,NA,30,NA
Sebastidae,Sebastes,aleutianus,S,Sebastes aleutianus,1,67,bathydemersal,generalist,3.52,spe,fusiform,truncate,1.89,6.3,bearer,6.5,218182,46,0.13,97,205
Sebastidae,Sebastes,aleutianus,S,Sebastes aleutianus,2,21,bathydemersal,generalist,3.52,spe,fusiform,truncate,1.89,6.3,bearer,6.1,358359,40,0.09,97,205
Sebastidae,Sebastes,aleutianus,S,Sebastes aleutianus,2,67,bathydemersal,generalist,3.52,spe,fusiform,truncate,1.89,6.3,bearer,9.2,277574,48,0.11,97,205
Sebastidae,Sebastes,aleutianus,S,Sebastes aleutianus,53,61,bathydemersal,generalist,3.52,spe,fusiform,truncate,1.89,6.3,bearer,4,358359,27,0.3,97,205
Sebastidae,Sebastes,aleutianus,S,Sebastes aleutianus,65,61,bathydemersal,generalist,3.52,spe,fusiform,truncate,1.89,6.3,bearer,4,277574,27,0.3,97,205
Sebastidae,Sebastes,aleutianus,S,Sebastes aleutianus,65,67,bathydemersal,generalist,3.52,spe,fusiform,truncate,1.89,6.3,bearer,6.5,218182,44,0.12,97,205
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,1,21,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,90,0.08,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,1,61,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,90,0.08,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,1,67,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,56,0.21,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,2,21,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,90,0.08,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,2,67,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,56,0.21,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,3,67,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,56,0.21,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,3,77,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,56,0.21,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,53,61,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,90,0.08,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,65,61,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,90,0.08,161,20
Arhynchobatidae,Bathyraja,aleutica,S,Bathyraja aleutica,65,67,bathydemersal,generalist,4.14,spe,flat,pointed,NA,124,non-guarder,8,14,56,0.21,161,20
Psychrolutidae,Malacocottus,aleuticus,S,Malacocottus aleuticus,2,67,benthopelagic,generalist,3.6,genus,fusiform,rounded,NA,3.75,guarder,4,83,NA,NA,10,12
Psychrolutidae,Malacocottus,aleuticus,S,Malacocottus aleuticus,65,61,benthopelagic,generalist,3.6,genus,fusiform,rounded,NA,3.75,guarder,4,83,NA,NA,10,12
Psychrolutidae,Malacocottus,aleuticus,S,Malacocottus aleuticus,65,67,benthopelagic,generalist,3.6,genus,fusiform,rounded,NA,3.75,guarder,4,83,NA,NA,10,12
Bythitidae,Cataetyx,alleni,S,Cataetyx alleni,25,27,bathydemersal,benthivorous,3.39,spe,elongated,rounded,0.65,1,bearer,NA,105,10,0.94,12,NA
Scombridae,Euthynnus,alletteratus,S,Euthynnus alletteratus,5,31,reef-associated,generalist,4.49,spe,fusiform,forked,4.18,1.14,non-guarder,2,1135500,125,0.15,92,10
Scombridae,Euthynnus,alletteratus,S,Euthynnus alletteratus,7,21,reef-associated,generalist,4.49,spe,fusiform,forked,4.18,1.14,non-guarder,2,1135500,125,0.15,92,10
Clupeidae,Alosa,alosa,S,Alosa alosa,22,27,pelagic,generalist,2.95,spe,fusiform,forked,2.32,1,non-guarder,3.5,312500,70,0.32,65,10
Clupeidae,Alosa,alosa,S,Alosa alosa,24,27,pelagic,generalist,2.95,spe,fusiform,forked,2.32,1,non-guarder,3.5,312500,70,0.32,65,10
Priacanthidae,Pristigenys,alta,S,Pristigenys alta,5,31,reef-associated,generalist,4.03,genus,fusiform,rounded,1.26,0.75,non-guarder,2,NA,48,0.69,30,7.5
Priacanthidae,Pristigenys,alta,S,Pristigenys alta,6,21,reef-associated,generalist,4.03,genus,fusiform,rounded,1.26,0.75,non-guarder,2,NA,34,0.65,30,7.5
Priacanthidae,Pristigenys,alta,S,Pristigenys alta,6,31,reef-associated,generalist,4.03,genus,fusiform,rounded,1.26,0.75,non-guarder,2,NA,48,0.69,30,7.5
Priacanthidae,Pristigenys,alta,S,Pristigenys alta,7,21,reef-associated,generalist,4.03,genus,fusiform,rounded,1.26,0.75,non-guarder,2,NA,34,0.65,30,7.5
Gymnuridae,Gymnura,altavela,S,Gymnura altavela,5,31,demersal,generalist,4.5,spe,flat,pointed,NA,410,bearer,25,6,NA,0.44,400,NA
Gymnuridae,Gymnura,altavela,S,Gymnura altavela,6,21,demersal,generalist,4.5,spe,flat,pointed,NA,410,bearer,25,6,NA,0.44,400,NA
Gymnuridae,Gymnura,altavela,S,Gymnura altavela,6,31,demersal,generalist,4.5,spe,flat,pointed,NA,410,bearer,25,6,NA,0.44,400,NA
Gymnuridae,Gymnura,altavela,S,Gymnura altavela,7,21,demersal,generalist,4.5,spe,flat,pointed,NA,410,bearer,25,6,NA,0.44,400,NA
Sebastidae,Sebastolobus,altivelis,S,Sebastolobus altivelis,2,67,bathydemersal,planktivorous,3.62,genus,fusiform,truncate,1.13,0.96,non-guarder,6,498123,40,0.07,39,45
Sebastidae,Sebastolobus,altivelis,S,Sebastolobus altivelis,3,67,bathydemersal,planktivorous,3.62,genus,fusiform,truncate,1.13,0.96,non-guarder,6,498123,40,0.07,39,45
Sebastidae,Sebastolobus,altivelis,S,Sebastolobus altivelis,3,77,bathydemersal,planktivorous,3.62,genus,fusiform,truncate,1.13,0.96,non-guarder,6,498123,40,0.07,39,45
Trachipteridae,Trachipterus,altivelis,S,Trachipterus altivelis,1,67,pelagic,generalist,3.9,spe,eel-like,truncate,0.72,2.88,non-guarder,NA,200000,303,0.07,183,NA
Trachipteridae,Trachipterus,altivelis,S,Trachipterus altivelis,2,67,pelagic,generalist,3.9,spe,eel-like,truncate,0.72,2.88,non-guarder,NA,200000,303,0.07,183,NA
Trachipteridae,Trachipterus,altivelis,S,Trachipterus altivelis,3,67,pelagic,generalist,3.9,spe,eel-like,truncate,0.72,2.88,non-guarder,NA,200000,303,0.07,183,NA
Trachipteridae,Trachipterus,altivelis,S,Trachipterus altivelis,3,77,pelagic,generalist,3.9,spe,eel-like,truncate,0.72,2.88,non-guarder,NA,200000,303,0.07,183,NA
Apogonidae,Astrapogon,alutus,S,Astrapogon alutus,5,31,reef-associated,generalist,3.5,genus,fusiform,forked,1.13,0.91,bearer,0.9,11450,10,0.95,7,3.7
Sebastidae,Sebastes,alutus,S,Sebastes alutus,1,61,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,46,0.13,54,103
Sebastidae,Sebastes,alutus,S,Sebastes alutus,1,67,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,46,0.13,54,103
Sebastidae,Sebastes,alutus,S,Sebastes alutus,2,67,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,44,0.12,45,103
Sebastidae,Sebastes,alutus,S,Sebastes alutus,3,67,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,44,0.13,54,103
Sebastidae,Sebastes,alutus,S,Sebastes alutus,3,77,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,44,0.13,54,103
Sebastidae,Sebastes,alutus,S,Sebastes alutus,53,61,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,45,0.12,54,103
Sebastidae,Sebastes,alutus,S,Sebastes alutus,65,27,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,45,0.12,45,103
Sebastidae,Sebastes,alutus,S,Sebastes alutus,65,61,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,45,0.12,45,103
Sebastidae,Sebastes,alutus,S,Sebastes alutus,65,67,bathydemersal,generalist,3.48,spe,fusiform,truncate,1.91,6.3,bearer,8,150750,45,0.12,45,103
Zoarcidae,Ophthalmolycus,amberensis,S,Ophthalmolycus amberensis,1,61,bathydemersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,22,0.24,55,14.4
Zoarcidae,Ophthalmolycus,amberensis,S,Ophthalmolycus amberensis,1,67,bathydemersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,25,0.31,55,14.4
Zoarcidae,Ophthalmolycus,amberensis,S,Ophthalmolycus amberensis,2,67,bathydemersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,25,0.31,55,14.4
Zoarcidae,Ophthalmolycus,amberensis,S,Ophthalmolycus amberensis,53,61,bathydemersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,22,0.24,55,14.4
Zoarcidae,Ophthalmolycus,amberensis,S,Ophthalmolycus amberensis,65,61,bathydemersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,22,0.24,55,14.4
Zoarcidae,Ophthalmolycus,amberensis,S,Ophthalmolycus amberensis,65,67,bathydemersal,benthivorous,3.65,genus,eel-like,pointed,NA,5.6,guarder,3.6,30,25,0.31,55,14.4
Carangidae,Hemicaranx,amblyrhynchus,S,Hemicaranx amblyrhynchus,5,31,pelagic,benthivorous,4.06,family,compressiform,lunate,2.62,1.14,non-guarder,2.7,3031167,104,0.21,50,19.8
Carangidae,Hemicaranx,amblyrhynchus,S,Hemicaranx amblyrhynchus,6,31,pelagic,benthivorous,4.06,family,compressiform,lunate,2.62,1.14,non-guarder,2.7,3031167,86,0.19,50,19.8
Gempylidae,Neoepinnula,americana,S,Neoepinnula americana,5,31,benthopelagic,generalist,4.19,genus,fusiform,forked,1.69,1,non-guarder,4,1450000,105,0.2,22,12.2
Moronidae,Morone,americana,S,Morone americana,7,21,demersal,generalist,3.14,spe,elongated,forked,1.78,3.15,non-guarder,2.5,1028500,44,0.09,50,16
Ammodytidae,Ammodytes,americanus,S,Ammodytes americanus,7,21,demersal,planktivorous,3.2,spe,elongated,forked,1.45,0.94,non-guarder,2.3,10630,26,0.34,24,12
Dasyatidae,Hypanus,americanus,S,Hypanus americanus,5,31,reef-associated,benthivorous,3.45,family,flat,pointed,NA,180,bearer,4.5,4,127,0.28,107,28
Dasyatidae,Hypanus,americanus,S,Hypanus americanus,6,21,reef-associated,benthivorous,3.45,family,flat,pointed,NA,180,bearer,4.5,4,125,0.19,99,28
Dasyatidae,Hypanus,americanus,S,Hypanus americanus,6,31,reef-associated,benthivorous,3.45,family,flat,pointed,NA,180,bearer,4.5,4,127,0.28,99,28
Dasyatidae,Hypanus,americanus,S,Hypanus americanus,7,21,reef-associated,benthivorous,3.45,family,flat,pointed,NA,180,bearer,4.5,4,125,0.19,99,28
Dasyatidae,Hypanus ,americanus,S,Hypanus  americanus,5,31,reef-associated,generalist,3.51,spe,flat,pointed,NA,235,bearer,5.5,4,127,0.28,200,16
Dasyatidae,Hypanus ,americanus,S,Hypanus  americanus,6,21,reef-associated,generalist,3.51,spe,flat,pointed,NA,235,bearer,5.5,4,125,0.19,200,16
Dasyatidae,Hypanus ,americanus,S,Hypanus  americanus,6,31,reef-associated,generalist,3.51,spe,flat,pointed,NA,235,bearer,5.5,4,127,0.28,200,16
Dasyatidae,Hypanus ,americanus,S,Hypanus  americanus,7,21,reef-associated,generalist,3.51,spe,flat,pointed,NA,235,bearer,5.5,4,125,0.19,200,16
Hemitripteridae,Hemitripterus,americanus,S,Hemitripterus americanus,6,31,demersal,generalist,4.45,spe,elongated,rounded,0.88,4.4,guarder,1,319,21,0.33,64,NA
Hemitripteridae,Hemitripterus,americanus,S,Hemitripterus americanus,7,21,demersal,generalist,4.45,spe,elongated,rounded,0.88,4.4,guarder,1,319,21,0.33,64,NA
Hemitripteridae,Hemitripterus,americanus,S,Hemitripterus americanus,8,21,demersal,generalist,4.45,spe,elongated,rounded,0.88,4.4,guarder,1,319,21,0.33,64,NA
Hemitripteridae,Hemitripterus,americanus,S,Hemitripterus americanus,9,21,demersal,generalist,4.45,spe,elongated,rounded,0.88,4.4,guarder,1,319,21,0.33,64,NA
Lophiidae,Lophius,americanus,S,Lophius americanus,5,31,demersal,piscivorous,4.47,genus,fusiform,rounded,NA,2.7,non-guarder,5.4,1540891,152,0.1,112,30
Lophiidae,Lophius,americanus,S,Lophius americanus,6,21,demersal,piscivorous,4.47,genus,fusiform,rounded,NA,2.7,non-guarder,5.4,1540891,152,0.1,112,30
